FrameNumbers,Laser_ID,Points_X,Points_Y,Points_Z,Azimuth,Distance,Intensity,Distance_2,Intensity_2,
1,11,-0.602012,-4.97458,-0.43543,187.043,4.996,4,0,0,
1,12,-0.603826,-4.97321,-0.347945,187.066,4.988,4,0,0,
1,13,-0.601998,-4.94257,-0.259168,187.088,4.952,4,0,0,
1,31,-0.790452,-6.40678,1.72063,187.144,6.648,24,0,0,
1,11,-0.617284,-4.97271,-0.43543,187.219,4.996,4,0,0,
1,12,-0.618482,-4.96739,-0.347666,187.24,4.984,4,0,0,
1,31,-0.809003,-6.40057,1.71959,187.315,6.644,23,0,0,
1,11,-0.635466,-4.99452,-0.437522,187.393,5.02,4,0,0,
1,12,-0.6481,-5.07627,-0.355479,187.416,5.096,68,0,0,
1,13,-0.725259,-5.65176,-0.29685,187.438,5.672,67,0,0,
1,31,-0.829574,-6.40183,1.72063,187.494,6.648,25,0,0,
1,12,-0.645056,-4.93182,-0.345434,187.596,4.952,0,0,0,
1,13,-0.739833,-5.6257,-0.295593,187.618,5.648,67,0,0,
1,31,-0.849681,-6.39919,1.72063,187.674,6.648,24,0,0,
1,13,-0.751542,-5.57982,-0.293291,187.798,5.604,69,0,0,
1,31,-0.871365,-6.40797,1.72373,187.854,6.66,24,0,0,
1,13,-0.764078,-5.54183,-0.291407,187.978,5.568,70,0,0,
1,31,-0.890951,-6.40138,1.7227,188.034,6.656,23,0,0,
1,13,-0.774681,-5.49195,-0.288894,188.158,5.52,71,0,0,
1,31,-0.912161,-6.4062,1.72477,188.214,6.664,25,0,0,
1,13,-0.794248,-5.5053,-0.289732,188.338,5.536,71,0,0,
1,31,-0.932283,-6.4033,1.72477,188.394,6.664,24,0,0,
1,31,-0.952972,-6.40416,1.72581,188.574,6.668,24,0,0,
1,13,-0.813721,-5.40148,-0.284498,188.698,5.436,71,0,0,
1,31,-0.973673,-6.40495,1.72684,188.754,6.672,24,0,0,
1,13,-0.823906,-5.35549,-0.282195,188.878,5.392,70,0,0,
1,31,-0.994391,-6.40568,1.72788,188.934,6.676,24,0,0,
1,13,-0.838839,-5.34104,-0.281567,189.058,5.38,73,0,0,
1,31,-1.01512,-6.40634,1.72891,189.114,6.68,23,0,0,
1,13,-0.856898,-5.34626,-0.281986,189.238,5.388,71,0,0,
1,31,-1.03524,-6.40312,1.72891,189.294,6.68,24,0,0,
1,13,-0.872381,-5.33566,-0.281567,189.418,5.38,71,0,0,
1,31,-1.05599,-6.40364,1.72995,189.474,6.684,24,0,0,
1,13,-0.893187,-5.36057,-0.283033,189.592,5.408,66,0,0,
1,31,-1.07632,-6.40809,1.73202,189.645,6.692,24,0,0,
1,11,-1.00489,-5.93858,-0.52398,189.723,6.012,51,0,0,
1,12,-1.01267,-5.9699,-0.42105,189.746,6.036,59,0,0,
1,13,-0.911059,-5.36566,-0.283452,189.768,5.416,62,0,0,
1,31,-1.09641,-6.40469,1.73202,189.824,6.692,24,0,0,
1,31,-1.11786,-6.40882,1.73409,190.004,6.7,23,0,0,
1,11,-1.01288,-5.76738,-0.509338,190.083,5.844,4,0,0,
1,12,-1.02635,-5.82985,-0.411563,190.106,5.9,4,0,0,
1,31,-1.13799,-6.40528,1.73409,190.184,6.7,24,0,0,
1,11,-1.02603,-5.73672,-0.506898,190.263,5.816,4,0,0,
1,12,-1.03683,-5.78341,-0.408494,190.286,5.856,4,0,0,
1,31,-1.15881,-6.40547,1.73512,190.364,6.704,24,0,0,
1,11,-1.03682,-5.69428,-0.503412,190.443,5.776,4,0,0,
1,12,-1.04702,-5.73696,-0.405425,190.466,5.812,4,0,0,
1,13,-1.0613,-5.80156,-0.307317,190.488,5.872,4,0,0,
1,31,-1.17963,-6.4056,1.73616,190.544,6.708,25,0,0,
1,11,-1.03928,-5.60875,-0.49609,190.623,5.692,4,0,0,
1,13,-1.07139,-5.75502,-0.305014,190.668,5.828,4,0,0,
1,31,-1.19975,-6.40186,1.73616,190.724,6.708,25,0,0,
1,11,-1.03748,-5.50369,-0.487026,190.803,5.588,4,0,0,
1,12,-1.05981,-5.60878,-0.396775,190.826,5.688,4,0,0,
1,31,-1.21985,-6.39806,1.73616,190.904,6.708,26,0,0,
1,11,-1.04641,-5.45737,-0.483191,190.983,5.544,4,0,0,
1,13,-1.08384,-5.62663,-0.298524,191.028,5.704,4,0,0,
1,31,-1.24143,-6.40178,1.73823,191.084,6.716,25,0,0,
1,11,-1.06085,-5.4424,-0.482146,191.159,5.532,4,0,0,
1,12,-1.06975,-5.47684,-0.387846,191.18,5.56,4,0,0,
1,31,-1.26046,-6.39806,1.73823,191.255,6.716,26,0,0,
1,11,-1.08051,-5.45478,-0.48354,191.333,5.548,4,0,0,
1,12,-1.08179,-5.45007,-0.386172,191.356,5.536,4,0,0,
1,13,-1.08982,-5.47892,-0.290988,191.378,5.56,4,0,0,
1,31,-1.28205,-6.40165,1.7403,191.434,6.724,26,0,0,
1,12,-1.1037,-5.4701,-0.387846,191.536,5.56,4,0,0,
1,13,-1.10383,-5.45982,-0.290151,191.558,5.544,4,0,0,
1,31,-1.30293,-6.40138,1.74133,191.614,6.728,26,0,0,
1,13,-1.1226,-5.46415,-0.290569,191.738,5.552,4,0,0,
1,31,-1.32225,-6.39347,1.7403,191.794,6.724,27,0,0,
1,31,-1.34393,-6.39684,1.74237,191.974,6.732,27,0,0,
1,31,-1.36483,-6.39637,1.74341,192.154,6.736,27,0,0,
1,31,-1.38574,-6.39582,1.74444,192.334,6.74,26,0,0,
1,31,-1.40667,-6.39521,1.74548,192.514,6.744,27,0,0,
1,31,-1.4276,-6.39453,1.74651,192.694,6.748,27,0,0,
1,31,-1.4466,-6.39026,1.74651,192.865,6.748,26,0,0,
1,31,-1.46838,-6.39322,1.74858,193.044,6.756,26,0,0,
1,31,-1.48934,-6.39233,1.74962,193.224,6.76,26,0,0,
1,9,-0.4627,-2.01825,-0.250076,193.258,2.052,0,0,0,
1,31,-1.51121,-6.39514,1.75169,193.404,6.768,25,0,0,
1,9,-0.460735,-1.98203,-0.245689,193.438,2.016,1,0,0,
1,31,-1.5322,-6.39411,1.75272,193.584,6.772,26,0,0,
1,9,-0.477241,-2.02302,-0.251051,193.618,2.06,36,0,0,
1,10,-0.479934,-2.03065,-0.215747,193.641,2.064,4,0,0,
1,31,-1.55228,-6.38927,1.75272,193.764,6.772,26,0,0,
1,8,-0.480729,-2.0133,-0.28614,193.775,2.056,3,0,0,
1,9,-0.480699,-2.00996,-0.249588,193.797,2.048,39,0,0,
1,10,-0.482411,-2.01371,-0.214074,193.818,2.048,30,0,0,
1,31,-1.57313,-6.39213,1.75479,193.935,6.78,25,0,0,
1,8,-0.483848,-2.00033,-0.28447,193.946,2.044,30,0,0,
1,9,-0.486715,-2.00851,-0.249588,193.968,2.048,36,0,0,
1,10,-0.486559,-2.00452,-0.213238,193.991,2.04,31,0,0,
1,11,-0.477558,-1.96512,-0.173963,194.013,1.996,1,0,0,
1,21,-0.446372,-1.83327,0.16211,194.064,1.86,4,0,0,
1,31,-1.5941,-6.39091,1.75583,194.114,6.784,26,0,0,
1,8,-0.489163,-1.99496,-0.283913,194.126,2.04,3,0,0,
1,9,-0.493023,-2.00697,-0.249588,194.148,2.048,39,0,0,
1,10,-0.485063,-1.97213,-0.209893,194.171,2.008,39,0,0,
1,11,-0.485684,-1.97133,-0.17466,194.193,2.004,4,0,0,
1,20,-0.451056,-1.83064,0.129468,194.221,1.856,3,0,0,
1,21,-0.450168,-1.82414,0.161412,194.244,1.852,4,0,0,
1,22,-0.44424,-1.79782,0.191078,194.266,1.828,3,0,0,
1,31,-1.61418,-6.38587,1.75583,194.294,6.784,25,0,0,
1,8,-0.499343,-2.00876,-0.28614,194.306,2.056,2,0,0,
1,9,-0.502273,-2.01695,-0.251051,194.328,2.06,35,0,0,
1,10,-0.489284,-1.96289,-0.209057,194.351,2,49,0,0,
1,11,-0.495831,-1.98524,-0.176055,194.373,2.02,28,0,0,
1,20,-0.459782,-1.84081,0.130305,194.401,1.868,0,0,0,
1,21,-0.454905,-1.81885,0.161064,194.424,1.848,4,0,0,
1,22,-0.45584,-1.81953,0.193587,194.446,1.852,30,0,0,
1,31,-1.63616,-6.38825,1.7579,194.474,6.792,25,0,0,
1,8,-0.505651,-2.00719,-0.28614,194.486,2.056,3,0,0,
1,9,-0.514575,-2.03843,-0.253976,194.508,2.084,36,0,0,
