Flag,Azimuth,Channel,Distance,Intensity,Vertical_Angle,Horizontal_Angle,Points_X,Points_Y,Points_Z
ffee,358.27,3,7.376,81,8,358.27,-0.221,7.301,1.027
ffee,358.27,4,2.048,75,-15,358.27,-0.06,1.977,-0.53
ffee,358.27,5,2.48,3,-7,358.27,-0.074,2.46,-0.302
ffee,358.27,6,0.0,0,1,358.27,-0.0,0.0,0.0
ffee,358.27,7,7.392,83,9,358.27,-0.22,7.298,1.156
ffee,358.27,8,2.052,77,-14,358.27,-0.06,1.99,-0.496
ffee,358.27,9,2.424,72,-6,358.27,-0.073,2.41,-0.253
ffee,358.27,10,3.24,49,2,358.27,-0.098,3.237,0.113
ffee,358.27,11,7.408,82,10,358.27,-0.22,7.292,1.286
ffee,358.27,12,2.088,75,-13,358.27,-0.061,2.034,-0.47
ffee,358.27,13,2.4,51,-5,358.27,-0.072,2.39,-0.209
ffee,358.27,14,3.236,50,3,358.27,-0.098,3.23,0.169
ffee,358.27,15,7.432,81,11,358.27,-0.22,7.292,1.418
ffee,358.27,16,2.26,47,-12,358.27,-0.067,2.21,-0.47
ffee,358.27,17,2.752,77,-4,358.27,-0.083,2.744,-0.192
ffee,358.27,18,3.228,57,4,358.27,-0.097,3.219,0.225
ffee,358.27,19,7.304,38,12,358.27,-0.216,7.141,1.519
ffee,358.27,20,2.432,30,-11,358.27,-0.072,2.386,-0.464
ffee,358.27,21,3.228,64,-3,358.27,-0.097,3.222,-0.169
ffee,358.27,22,7.332,77,5,358.27,-0.221,7.301,0.639
ffee,358.27,23,0.0,0,13,358.27,-0.0,0.0,0.0
ffee,358.27,24,2.752,4,-10,358.27,-0.082,2.709,-0.478
ffee,358.27,25,3.24,61,-2,358.27,-0.098,3.237,-0.113
ffee,358.27,26,7.328,81,6,358.27,-0.22,7.285,0.766
ffee,358.27,27,7.388,32,14,358.27,-0.216,7.165,1.787
ffee,358.27,28,2.492,3,-9,358.27,-0.074,2.46,-0.39
ffee,358.27,29,3.248,63,-1,358.27,-0.098,3.246,-0.057
ffee,358.27,30,7.348,81,7,358.27,-0.22,7.29,0.895
ffee,358.27,31,7.208,23,15,358.27,-0.21,6.959,1.866
ffee,358.45,0,2.236,3,-16,358.45,-0.058,2.149,-0.616
ffee,358.45,1,2.492,3,-8,358.45,-0.067,2.467,-0.347
ffee,358.45,2,3.228,63,0,358.45,-0.087,3.227,0.0
ffee,358.45,3,7.364,82,8,358.45,-0.197,7.29,1.025
ffee,358.45,4,2.052,75,-15,358.45,-0.054,1.981,-0.531
ffee,358.45,5,2.484,4,-7,358.45,-0.067,2.465,-0.303
ffee,358.45,6,3.236,64,1,358.45,-0.088,3.234,0.056
ffee,358.45,7,7.38,82,9,358.45,-0.197,7.286,1.154
ffee,358.45,8,2.056,77,-14,358.45,-0.054,1.994,-0.497
ffee,358.45,9,2.424,75,-6,358.45,-0.065,2.41,-0.253
ffee,358.45,10,3.224,65,2,358.45,-0.087,3.221,0.113
ffee,358.45,11,7.404,82,10,358.45,-0.197,7.289,1.286
ffee,358.45,12,2.084,66,-13,358.45,-0.055,2.03,-0.469
ffee,358.45,13,2.396,52,-5,358.45,-0.065,2.386,-0.209
ffee,358.45,14,3.22,69,3,358.45,-0.087,3.214,0.169
ffee,358.45,15,7.42,82,11,358.45,-0.197,7.281,1.416
ffee,358.45,16,2.26,53,-12,358.45,-0.06,2.21,-0.47
ffee,358.45,17,2.744,75,-4,358.45,-0.074,2.736,-0.191
ffee,358.45,18,3.224,75,4,358.45,-0.087,3.215,0.225
ffee,358.45,19,0.0,0,12,358.45,-0.0,0.0,0.0
ffee,358.45,20,2.432,30,-11,358.45,-0.065,2.386,-0.464
ffee,358.45,21,3.244,76,-3,358.45,-0.088,3.238,-0.17
ffee,358.45,22,3.236,4,5,358.45,-0.087,3.223,0.282
ffee,358.45,23,7.436,20,13,358.45,-0.196,7.243,1.673
ffee,358.45,24,2.836,2,-10,358.45,-0.076,2.792,-0.492
ffee,358.45,25,3.228,72,-2,358.45,-0.087,3.225,-0.113
ffee,358.45,26,7.324,81,6,358.45,-0.197,7.281,0.766
ffee,358.45,27,7.448,45,14,358.45,-0.195,7.224,1.802
ffee,358.45,28,2.804,3,-9,358.45,-0.075,2.768,-0.439
ffee,358.45,29,3.236,75,-1,358.45,-0.088,3.234,-0.056
ffee,358.45,30,7.34,80,7,358.45,-0.197,7.283,0.895
ffee,358.45,31,7.208,23,15,358.45,-0.188,6.96,1.866
ffee,358.63,0,2.236,3,-16,358.63,-0.051,2.149,-0.616
ffee,358.63,1,0.0,0,-8,358.63,-0.0,0.0,-0.0
ffee,358.63,2,3.224,72,0,358.63,-0.077,3.223,0.0
ffee,358.63,3,7.36,82,8,358.63,-0.174,7.286,1.024
ffee,358.63,4,2.056,75,-15,358.63,-0.047,1.985,-0.532
ffee,358.63,5,2.5,3,-7,358.63,-0.059,2.481,-0.305
ffee,358.63,6,3.22,71,1,358.63,-0.077,3.219,0.056
ffee,358.63,7,7.372,83,9,358.63,-0.174,7.279,1.153
ffee,358.63,8,2.052,77,-14,358.63,-0.048,1.99,-0.496
ffee,358.63,9,2.42,75,-6,358.63,-0.058,2.406,-0.253
ffee,358.63,10,3.22,75,2,358.63,-0.077,3.217,0.112
ffee,358.63,11,7.396,82,10,358.63,-0.174,7.282,1.284
ffee,358.63,12,2.084,69,-13,358.63,-0.049,2.03,-0.469
ffee,358.63,13,2.392,50,-5,358.63,-0.057,2.382,-0.208
ffee,358.63,14,3.216,68,3,358.63,-0.077,3.211,0.168
ffee,358.63,15,7.412,81,11,358.63,-0.174,7.274,1.414
ffee,358.63,16,2.264,44,-12,358.63,-0.053,2.214,-0.471
ffee,358.63,17,2.732,76,-4,358.63,-0.065,2.725,-0.191
ffee,358.63,18,3.22,75,4,358.63,-0.077,3.211,0.225
ffee,358.63,19,7.428,80,12,358.63,-0.174,7.264,1.544
ffee,358.63,20,2.428,32,-11,358.63,-0.057,2.383,-0.463
ffee,358.63,21,3.228,75,-3,358.63,-0.077,3.223,-0.169
ffee,358.63,22,3.232,4,5,358.63,-0.077,3.219,0.282
ffee,358.63,23,7.44,79,13,358.63,-0.173,7.247,1.674
ffee,358.63,24,2.856,2,-10,358.63,-0.067,2.812,-0.496
ffee,358.63,25,3.236,75,-2,358.63,-0.077,3.233,-0.113
ffee,358.63,26,7.312,81,6,358.63,-0.174,7.27,0.764
ffee,358.63,27,7.476,79,14,358.63,-0.173,7.252,1.809
ffee,358.63,28,2.812,1,-9,358.63,-0.066,2.777,-0.44
ffee,358.63,29,3.232,76,-1,358.63,-0.077,3.231,-0.056
ffee,358.63,30,7.328,81,7,358.63,-0.174,7.271,0.893
ffee,358.63,31,7.208,23,15,358.63,-0.166,6.96,1.866
ffee,358.81,0,2.24,3,-16,358.81,-0.045,2.153,-0.617
ffee,358.81,1,2.848,1,-8,358.81,-0.059,2.82,-0.396
ffee,358.81,2,3.216,73,0,358.81,-0.067,3.215,0.0
ffee,358.81,3,7.348,82,8,358.81,-0.151,7.275,1.023
ffee,358.81,4,2.06,75,-15,358.81,-0.041,1.989,-0.533
ffee,358.81,5,0.0,2,-7,358.81,-0.0,0.0,-0.0
ffee,358.81,6,3.22,75,1,358.81,-0.067,3.219,0.056
ffee,358.81,7,7.36,82,9,358.81,-0.151,7.268,1.151
ffee,358.81,8,2.056,76,-14,358.81,-0.041,1.994,-0.497
ffee,358.81,9,2.42,76,-6,358.81,-0.05,2.406,-0.253
ffee,358.81,10,3.212,74,2,358.81,-0.067,3.209,0.112
ffee,358.81,11,7.388,82,10,358.81,-0.151,7.274,1.283
ffee,358.81,12,2.084,62,-13,358.81,-0.042,2.03,-0.469
ffee,358.81,13,2.392,53,-5,358.81,-0.049,2.382,-0.208
ffee,358.81,14,3.22,75,3,358.81,-0.067,3.215,0.169
ffee,358.81,15,7.404,82,11,358.81,-0.151,7.266,1.413
ffee,358.81,16,2.26,50,-12,358.81,-0.046,2.21,-0.47
ffee,358.81,17,2.74,75,-4,358.81,-0.057,2.733,-0.191
ffee,358.81,18,3.22,75,4,358.81,-0.067,3.211,0.225
ffee,358.81,19,7.42,79,12,358.81,-0.151,7.256,1.543
ffee,358.81,20,2.428,30,-11,358.81,-0.049,2.383,-0.463
ffee,358.81,21,3.224,75,-3,358.81,-0.067,3.219,-0.169
ffee,358.81,22,3.228,12,5,358.81,-0.067,3.215,0.281
ffee,358.81,23,7.436,79,13,358.81,-0.15,7.244,1.673
ffee,358.81,24,2.86,3,-10,358.81,-0.058,2.816,-0.497
ffee,358.81,25,3.228,73,-2,358.81,-0.067,3.225,-0.113
ffee,358.81,26,7.304,81,6,358.81,-0.151,7.262,0.763
ffee,358.81,27,7.468,79,14,358.81,-0.15,7.245,1.807
ffee,358.81,28,2.832,1,-9,358.81,-0.058,2.797,-0.443
ffee,358.81,29,3.228,69,-1,358.81,-0.067,3.227,-0.056
ffee,358.81,30,7.316,81,7,358.81,-0.151,7.26,0.892
ffee,358.81,31,7.204,24,15,358.81,-0.145,6.957,1.865
ffee,358.99,0,2.248,3,-16,358.99,-0.038,2.161,-0.62
ffee,358.99,1,2.844,1,-8,358.99,-0.05,2.816,-0.396
ffee,358.99,2,3.22,73,0,358.99,-0.057,3.219,0.0
ffee,358.99,3,7.34,82,8,358.99,-0.128,7.267,1.022
ffee,358.99,4,2.056,75,-15,358.99,-0.035,1.986,-0.532
ffee,358.99,5,2.696,1,-7,358.99,-0.047,2.675,-0.329
ffee,358.99,6,3.22,75,1,358.99,-0.057,3.219,0.056
ffee,358.99,7,7.352,83,9,358.99,-0.128,7.26,1.15
ffee,358.99,8,2.052,77,-14,358.99,-0.035,1.991,-0.496
ffee,358.99,9,2.416,76,-6,358.99,-0.042,2.402,-0.253
ffee,358.99,10,3.216,75,2,358.99,-0.057,3.214,0.112
ffee,358.99,11,7.376,82,10,358.99,-0.128,7.263,1.281
ffee,358.99,12,2.088,66,-13,358.99,-0.036,2.034,-0.47
ffee,358.99,13,2.384,52,-5,358.99,-0.042,2.375,-0.208
ffee,358.99,14,3.212,70,3,358.99,-0.057,3.207,0.168
ffee,358.99,15,7.392,82,11,358.99,-0.128,7.255,1.41
ffee,358.99,16,2.26,41,-12,358.99,-0.039,2.21,-0.47
ffee,358.99,17,2.74,75,-4,358.99,-0.048,2.733,-0.191
ffee,358.99,18,3.216,75,4,358.99,-0.057,3.208,0.224
ffee,358.99,19,7.42,79,12,358.99,-0.128,7.257,1.543
ffee,358.99,20,2.424,31,-11,358.99,-0.042,2.379,-0.463
ffee,358.99,21,3.212,74,-3,358.99,-0.057,3.207,-0.168
ffee,358.99,22,3.212,12,5,358.99,-0.056,3.199,0.28
ffee,358.99,23,7.448,79,13,358.99,-0.128,7.256,1.675
ffee,358.99,24,2.868,1,-10,358.99,-0.05,2.824,-0.498
ffee,358.99,25,3.22,71,-2,358.99,-0.057,3.218,-0.112
ffee,358.99,26,7.292,81,6,358.99,-0.128,7.251,0.762
ffee,358.99,27,7.444,78,14,358.99,-0.127,7.222,1.801
ffee,358.99,28,2.848,2,-9,358.99,-0.05,2.812,-0.446
ffee,358.99,29,3.224,72,-1,358.99,-0.057,3.223,-0.056
ffee,358.99,30,7.308,81,7,358.99,-0.128,7.252,0.891
ffee,358.99,31,7.204,24,15,358.99,-0.123,6.957,1.865
ffee,359.17,0,2.244,3,-16,359.17,-0.031,2.157,-0.619
ffee,359.17,1,2.892,1,-8,359.17,-0.041,2.864,-0.402
ffee,359.17,2,3.212,71,0,359.17,-0.047,3.212,0.0
ffee,359.17,3,7.324,82,8,359.17,-0.105,7.252,1.019
ffee,359.17,4,2.068,75,-15,359.17,-0.029,1.997,-0.535
ffee,359.17,5,0.0,0,-7,359.17,-0.0,0.0,-0.0
ffee,359.17,6,3.22,73,1,359.17,-0.047,3.219,0.056
ffee,359.17,7,7.344,83,9,359.17,-0.105,7.253,1.149
ffee,359.17,8,2.06,76,-14,359.17,-0.029,1.999,-0.498
ffee,359.17,9,2.412,77,-6,359.17,-0.035,2.399,-0.252
ffee,359.17,10,3.212,72,2,359.17,-0.046,3.21,0.112
ffee,359.17,11,7.364,82,10,359.17,-0.105,7.251,1.279
ffee,359.17,12,2.084,63,-13,359.17,-0.029,2.03,-0.469
ffee,359.17,13,2.388,52,-5,359.17,-0.034,2.379,-0.208
ffee,359.17,14,3.212,71,3,359.17,-0.046,3.207,0.168
ffee,359.17,15,7.384,82,11,359.17,-0.105,7.248,1.409
ffee,359.17,16,2.264,44,-12,359.17,-0.032,2.214,-0.471
ffee,359.17,17,2.74,38,-4,359.17,-0.04,2.733,-0.191
ffee,359.17,18,3.208,75,4,359.17,-0.046,3.2,0.224
ffee,359.17,19,7.4,79,12,359.17,-0.105,7.238,1.539
ffee,359.17,20,2.424,30,-11,359.17,-0.034,2.379,-0.463
ffee,359.17,21,3.164,61,-3,359.17,-0.046,3.159,-0.166
ffee,359.17,22,3.22,13,5,359.17,-0.046,3.207,0.281
ffee,359.17,23,7.424,79,13,359.17,-0.105,7.233,1.67
ffee,359.17,24,2.904,1,-10,359.17,-0.041,2.86,-0.504
ffee,359.17,25,3.22,74,-2,359.17,-0.047,3.218,-0.112
ffee,359.17,26,7.28,81,6,359.17,-0.105,7.239,0.761
ffee,359.17,27,7.456,78,14,359.17,-0.105,7.234,1.804
ffee,359.17,28,2.908,1,-9,359.17,-0.042,2.872,-0.455
ffee,359.17,29,3.224,73,-1,359.17,-0.047,3.223,-0.056
ffee,359.17,30,7.3,81,7,359.17,-0.105,7.245,0.89
ffee,359.17,31,7.204,23,15,359.17,-0.101,6.958,1.865
ffee,359.35,0,2.26,3,-16,359.35,-0.025,2.172,-0.623
ffee,359.35,1,2.92,2,-8,359.35,-0.033,2.891,-0.406
ffee,359.35,2,3.208,73,0,359.35,-0.036,3.208,0.0
ffee,359.35,3,7.316,82,8,359.35,-0.082,7.244,1.018
ffee,359.35,4,2.06,75,-15,359.35,-0.023,1.99,-0.533
ffee,359.35,5,2.948,3,-7,359.35,-0.033,2.926,-0.359
ffee,359.35,6,3.208,74,1,359.35,-0.036,3.207,0.056
ffee,359.35,7,7.332,83,9,359.35,-0.082,7.241,1.147
ffee,359.35,8,2.052,77,-14,359.35,-0.023,1.991,-0.496
ffee,359.35,9,2.408,77,-6,359.35,-0.027,2.395,-0.252
ffee,359.35,10,3.208,75,2,359.35,-0.036,3.206,0.112
ffee,359.35,11,7.356,82,10,359.35,-0.082,7.244,1.277
ffee,359.35,12,2.084,66,-13,359.35,-0.023,2.03,-0.469
ffee,359.35,13,2.384,53,-5,359.35,-0.027,2.375,-0.208
ffee,359.35,14,3.204,71,3,359.35,-0.036,3.199,0.168
ffee,359.35,15,7.376,82,11,359.35,-0.082,7.24,1.407
ffee,359.35,16,2.256,48,-12,359.35,-0.025,2.207,-0.469
ffee,359.35,17,2.768,30,-4,359.35,-0.031,2.761,-0.193
ffee,359.35,18,3.212,75,4,359.35,-0.036,3.204,0.224
ffee,359.35,19,7.396,79,12,359.35,-0.082,7.234,1.538
ffee,359.35,20,2.428,29,-11,359.35,-0.027,2.383,-0.463
ffee,359.35,21,3.152,33,-3,359.35,-0.036,3.147,-0.165
ffee,359.35,22,3.216,14,5,359.35,-0.036,3.204,0.28
ffee,359.35,23,7.42,79,13,359.35,-0.082,7.229,1.669
ffee,359.35,24,2.996,1,-10,359.35,-0.033,2.95,-0.52
ffee,359.35,25,3.216,75,-2,359.35,-0.036,3.214,-0.112
ffee,359.35,26,7.28,82,6,359.35,-0.082,7.24,0.761
ffee,359.35,27,7.436,78,14,359.35,-0.082,7.215,1.799
ffee,359.35,28,0.0,0,-9,359.35,-0.0,0.0,-0.0
ffee,359.35,29,3.212,75,-1,359.35,-0.036,3.211,-0.056
ffee,359.35,30,7.292,81,7,359.35,-0.082,7.237,0.889
ffee,359.35,31,7.196,24,15,359.35,-0.079,6.95,1.862
ffee,359.53,0,0.0,0,-16,359.53,-0.0,0.0,-0.0
ffee,359.53,1,0.0,1,-8,359.53,-0.0,0.0,-0.0
ffee,359.53,2,3.208,74,0,359.53,-0.026,3.208,0.0
ffee,359.53,3,7.308,82,8,359.53,-0.059,7.237,1.017
ffee,359.53,4,2.068,73,-15,359.53,-0.016,1.997,-0.535
ffee,359.53,5,0.0,0,-7,359.53,-0.0,0.0,-0.0
ffee,359.53,6,3.212,75,1,359.53,-0.026,3.211,0.056
ffee,359.53,7,7.324,82,9,359.53,-0.059,7.234,1.146
ffee,359.53,8,2.068,77,-14,359.53,-0.016,2.007,-0.5
ffee,359.53,9,2.412,77,-6,359.53,-0.02,2.399,-0.252
ffee,359.53,10,3.204,74,2,359.53,-0.026,3.202,0.112
ffee,359.53,11,7.348,82,10,359.53,-0.059,7.236,1.276
ffee,359.53,12,2.084,65,-13,359.53,-0.017,2.031,-0.469
ffee,359.53,13,2.38,50,-5,359.53,-0.019,2.371,-0.207
ffee,359.53,14,3.208,74,3,359.53,-0.026,3.203,0.168
ffee,359.53,15,7.364,82,11,359.53,-0.059,7.228,1.405
ffee,359.53,16,2.26,44,-12,359.53,-0.018,2.211,-0.47
ffee,359.53,17,2.792,27,-4,359.53,-0.023,2.785,-0.195
ffee,359.53,18,3.204,75,4,359.53,-0.026,3.196,0.223
ffee,359.53,19,7.388,79,12,359.53,-0.059,7.226,1.536
ffee,359.53,20,2.424,28,-11,359.53,-0.02,2.379,-0.463
ffee,359.53,21,3.148,21,-3,359.53,-0.026,3.144,-0.165
ffee,359.53,22,3.216,17,5,359.53,-0.026,3.204,0.28
ffee,359.53,23,7.408,79,13,359.53,-0.059,7.218,1.666
ffee,359.53,24,0.0,0,-10,359.53,-0.0,0.0,-0.0
ffee,359.53,25,3.216,74,-2,359.53,-0.026,3.214,-0.112
ffee,359.53,26,7.268,81,6,359.53,-0.059,7.228,0.76
ffee,359.53,27,7.436,79,14,359.53,-0.059,7.215,1.799
ffee,359.53,28,3.044,0,-9,359.53,-0.025,3.006,-0.476
ffee,359.53,29,3.216,73,-1,359.53,-0.026,3.215,-0.056
ffee,359.53,30,7.284,81,7,359.53,-0.059,7.229,0.888
ffee,359.53,31,7.2,24,15,359.53,-0.057,6.954,1.863
ffee,359.71,0,0.0,0,-16,359.71,-0.0,0.0,-0.0
ffee,359.71,1,1.952,1,-8,359.71,-0.01,1.933,-0.272
ffee,359.71,2,3.204,73,0,359.71,-0.016,3.204,0.0
ffee,359.71,3,7.3,82,8,359.71,-0.037,7.229,1.016
ffee,359.71,4,2.076,54,-15,359.71,-0.01,2.005,-0.537
ffee,359.71,5,0.0,0,-7,359.71,-0.0,0.0,-0.0
ffee,359.71,6,3.204,75,1,359.71,-0.016,3.203,0.056
ffee,359.71,7,7.312,83,9,359.71,-0.037,7.222,1.144
ffee,359.71,8,2.06,77,-14,359.71,-0.01,1.999,-0.498
ffee,359.71,9,2.408,77,-6,359.71,-0.012,2.395,-0.252
ffee,359.71,10,3.2,75,2,359.71,-0.016,3.198,0.112
ffee,359.71,11,7.336,82,10,359.71,-0.037,7.224,1.274
ffee,359.71,12,2.084,57,-13,359.71,-0.01,2.031,-0.469
ffee,359.71,13,2.38,52,-5,359.71,-0.012,2.371,-0.207
ffee,359.71,14,3.2,73,3,359.71,-0.016,3.196,0.167
ffee,359.71,15,7.356,82,11,359.71,-0.037,7.221,1.404
ffee,359.71,16,2.26,43,-12,359.71,-0.011,2.211,-0.47
ffee,359.71,17,2.808,20,-4,359.71,-0.014,2.801,-0.196
ffee,359.71,18,3.204,75,4,359.71,-0.016,3.196,0.223
ffee,359.71,19,7.38,79,12,359.71,-0.037,7.219,1.534
ffee,359.71,20,2.428,31,-11,359.71,-0.012,2.383,-0.463
ffee,359.71,21,3.156,31,-3,359.71,-0.016,3.152,-0.165
ffee,359.71,22,3.208,17,5,359.71,-0.016,3.196,0.28
ffee,359.71,23,7.404,78,13,359.71,-0.037,7.214,1.666
ffee,359.71,24,3.008,0,-10,359.71,-0.015,2.962,-0.522
ffee,359.71,25,3.196,74,-2,359.71,-0.016,3.194,-0.112
ffee,359.71,26,7.26,81,6,359.71,-0.037,7.22,0.759
ffee,359.71,27,7.42,78,14,359.71,-0.036,7.2,1.795
ffee,359.71,28,3.04,19,-9,359.71,-0.015,3.003,-0.476
ffee,359.71,29,3.2,74,-1,359.71,-0.016,3.199,-0.056
ffee,359.71,30,7.276,81,7,359.71,-0.037,7.222,0.887
ffee,359.71,31,7.188,24,15,359.71,-0.035,6.943,1.86
ffee,359.89,0,0.0,0,-16,359.89,-0.0,0.0,-0.0
ffee,359.89,1,1.948,1,-8,359.89,-0.004,1.929,-0.271
ffee,359.89,2,3.2,75,0,359.89,-0.006,3.2,0.0
ffee,359.89,3,7.296,82,8,359.89,-0.014,7.225,1.015
ffee,359.89,4,2.088,39,-15,359.89,-0.004,2.017,-0.54
ffee,359.89,5,7.276,55,-7,359.89,-0.014,7.222,-0.887
ffee,359.89,6,3.208,75,1,359.89,-0.006,3.208,0.056
ffee,359.89,7,7.308,83,9,359.89,-0.014,7.218,1.143
ffee,359.89,8,2.068,76,-14,359.89,-0.004,2.007,-0.5
ffee,359.89,9,2.404,77,-6,359.89,-0.005,2.391,-0.251
ffee,359.89,10,3.196,74,2,359.89,-0.006,3.194,0.112
ffee,359.89,11,7.332,82,10,359.89,-0.014,7.221,1.273
ffee,359.89,12,2.08,66,-13,359.89,-0.004,2.027,-0.468
ffee,359.89,13,2.376,52,-5,359.89,-0.005,2.367,-0.207
ffee,359.89,14,3.196,71,3,359.89,-0.006,3.192,0.167
ffee,359.89,15,7.344,82,11,359.89,-0.014,7.209,1.401
ffee,359.89,16,2.26,46,-12,359.89,-0.004,2.211,-0.47
ffee,359.89,17,2.828,20,-4,359.89,-0.005,2.821,-0.197
ffee,359.89,18,3.2,75,4,359.89,-0.006,3.192,0.223
ffee,359.89,19,7.364,79,12,359.89,-0.014,7.203,1.531
ffee,359.89,20,2.424,27,-11,359.89,-0.005,2.379,-0.463
ffee,359.89,21,3.152,37,-3,359.89,-0.006,3.148,-0.165
ffee,359.89,22,3.208,19,5,359.89,-0.006,3.196,0.28
ffee,359.89,23,7.392,79,13,359.89,-0.014,7.203,1.663
ffee,359.89,24,3.056,78,-10,359.89,-0.006,3.01,-0.531
ffee,359.89,25,3.204,74,-2,359.89,-0.006,3.202,-0.112
ffee,359.89,26,7.256,81,6,359.89,-0.014,7.216,0.758
ffee,359.89,27,7.416,78,14,359.89,-0.014,7.196,1.794
ffee,359.89,28,0.0,0,-9,359.89,-0.0,0.0,-0.0
ffee,359.89,29,3.204,75,-1,359.89,-0.006,3.204,-0.056
ffee,359.89,30,7.264,81,7,359.89,-0.014,7.21,0.885
ffee,359.89,31,7.196,24,15,359.89,-0.013,6.951,1.862
ffee,0.07,0,2.088,2,-16,0.07,0.002,2.007,-0.576
ffee,0.07,1,1.944,1,-8,0.07,0.002,1.925,-0.271
ffee,0.07,2,3.196,73,0,0.07,0.004,3.196,0.0
ffee,0.07,3,7.284,82,8,0.07,0.009,7.213,1.014
ffee,0.07,4,2.084,20,-15,0.07,0.002,2.013,-0.539
ffee,0.07,5,7.268,61,-7,0.07,0.009,7.214,-0.886
ffee,0.07,6,3.196,75,1,0.07,0.004,3.196,0.056
ffee,0.07,7,7.296,83,9,0.07,0.009,7.206,1.141
ffee,0.07,8,2.06,77,-14,0.07,0.002,1.999,-0.498
ffee,0.07,9,2.4,77,-6,0.07,0.003,2.387,-0.251
ffee,0.07,10,3.192,74,2,0.07,0.004,3.19,0.111
ffee,0.07,11,7.32,82,10,0.07,0.009,7.209,1.271
ffee,0.07,12,2.084,65,-13,0.07,0.002,2.031,-0.469
ffee,0.07,13,2.372,53,-5,0.07,0.003,2.363,-0.207
ffee,0.07,14,3.188,73,3,0.07,0.004,3.184,0.167
ffee,0.07,15,7.34,83,11,0.07,0.009,7.205,1.401
ffee,0.07,16,2.26,44,-12,0.07,0.003,2.211,-0.47
ffee,0.07,17,2.832,32,-4,0.07,0.003,2.825,-0.198
ffee,0.07,18,3.192,75,4,0.07,0.004,3.184,0.223
ffee,0.07,19,7.364,79,12,0.07,0.009,7.203,1.531
ffee,0.07,20,2.424,30,-11,0.07,0.003,2.379,-0.463
ffee,0.07,21,3.156,31,-3,0.07,0.004,3.152,-0.165
ffee,0.07,22,3.204,20,5,0.07,0.004,3.192,0.279
ffee,0.07,23,7.388,78,13,0.07,0.009,7.199,1.662
ffee,0.07,24,3.052,10,-10,0.07,0.004,3.006,-0.53
ffee,0.07,25,3.2,75,-2,0.07,0.004,3.198,-0.112
ffee,0.07,26,7.244,81,6,0.07,0.009,7.204,0.757
ffee,0.07,27,7.4,79,14,0.07,0.009,7.18,1.79
ffee,0.07,28,0.0,0,-9,0.07,0.0,0.0,-0.0
ffee,0.07,29,3.196,75,-1,0.07,0.004,3.196,-0.056
ffee,0.07,30,7.26,81,7,0.07,0.009,7.206,0.885
ffee,0.07,31,7.192,23,15,0.07,0.008,6.947,1.861
ffee,0.25,0,2.132,2,-16,0.25,0.009,2.049,-0.588
ffee,0.25,1,1.924,1,-8,0.25,0.008,1.905,-0.268
ffee,0.25,2,3.192,74,0,0.25,0.014,3.192,0.0
ffee,0.25,3,7.28,82,8,0.25,0.031,7.209,1.013
ffee,0.25,4,2.1,4,-15,0.25,0.009,2.028,-0.544
ffee,0.25,5,7.252,55,-7,0.25,0.031,7.198,-0.884
ffee,0.25,6,3.2,75,1,0.25,0.014,3.199,0.056
ffee,0.25,7,7.288,83,9,0.25,0.031,7.198,1.14
ffee,0.25,8,2.072,76,-14,0.25,0.009,2.01,-0.501
ffee,0.25,9,2.4,77,-6,0.25,0.01,2.387,-0.251
ffee,0.25,10,3.192,74,2,0.25,0.014,3.19,0.111
ffee,0.25,11,7.312,82,10,0.25,0.031,7.201,1.27
ffee,0.25,12,2.08,68,-13,0.25,0.009,2.027,-0.468
ffee,0.25,13,2.376,53,-5,0.25,0.01,2.367,-0.207
ffee,0.25,14,3.188,72,3,0.25,0.014,3.184,0.167
ffee,0.25,15,7.324,83,11,0.25,0.031,7.189,1.397
ffee,0.25,16,2.26,42,-12,0.25,0.01,2.211,-0.47
ffee,0.25,17,2.728,32,-4,0.25,0.012,2.721,-0.19
ffee,0.25,18,3.188,75,4,0.25,0.014,3.18,0.222
ffee,0.25,19,7.348,79,12,0.25,0.031,7.187,1.528
ffee,0.25,20,2.424,27,-11,0.25,0.01,2.379,-0.463
ffee,0.25,21,3.148,30,-3,0.25,0.014,3.144,-0.165
ffee,0.25,22,3.2,23,5,0.25,0.014,3.188,0.279
ffee,0.25,23,7.376,78,13,0.25,0.031,7.187,1.659
ffee,0.25,24,0.0,0,-10,0.25,0.0,0.0,-0.0
ffee,0.25,25,3.168,75,-2,0.25,0.014,3.166,-0.111
ffee,0.25,26,7.24,81,6,0.25,0.031,7.2,0.757
ffee,0.25,27,7.4,78,14,0.25,0.031,7.18,1.79
ffee,0.25,28,0.0,0,-9,0.25,0.0,0.0,-0.0
ffee,0.25,29,3.2,75,-1,0.25,0.014,3.199,-0.056
ffee,0.25,30,7.252,81,7,0.25,0.031,7.198,0.884
ffee,0.25,31,7.188,23,15,0.25,0.03,6.943,1.86
ffee,0.43,0,2.092,2,-16,0.43,0.015,2.011,-0.577
ffee,0.43,1,1.912,1,-8,0.43,0.014,1.893,-0.266
ffee,0.43,2,3.188,74,0,0.43,0.024,3.188,0.0
ffee,0.43,3,7.268,82,8,0.43,0.054,7.197,1.012
ffee,0.43,4,2.1,4,-15,0.43,0.015,2.028,-0.544
ffee,0.43,5,0.0,0,-7,0.43,0.0,0.0,-0.0
ffee,0.43,6,3.192,75,1,0.43,0.024,3.191,0.056
ffee,0.43,7,7.28,83,9,0.43,0.054,7.19,1.139
