FrameNumbers,Laser_ID,Points_X,Points_Y,Points_Z,Azimuth,Distance,Intensity,Distance_2,Intensity_2,
1,8,1.22276,-1.35388,-0.251625,138.306,1.808,3,0,0,
1,1,1.1263,-1.24634,-0.441028,138.323,1.704,1,0,0,
1,9,1.23024,-1.36337,-0.221315,138.328,1.816,3,0,0,
1,2,1.16687,-1.29294,-0.425783,138.345,1.76,2,0,0,
1,10,1.25853,-1.39626,-0.194005,138.351,1.856,3,0,0,
1,3,1.12711,-1.24924,-0.380617,138.367,1.692,1,0,0,
1,11,1.27857,-1.41992,-0.164201,138.373,1.884,4,0,0,
1,4,1.16984,-1.29834,-0.364261,138.39,1.752,2,0,0,
1,5,1.16295,-1.29161,-0.331244,138.413,1.736,2,0,0,
1,6,1.18963,-1.32273,-0.307705,138.435,1.772,3,0,0,
1,7,1.18987,-1.32406,-0.276576,138.457,1.768,3,0,0,
1,8,1.2185,-1.35771,-0.251625,138.486,1.808,3,0,0,
1,1,1.10702,-1.23251,-0.434816,138.503,1.68,2,0,0,
1,9,1.22332,-1.36425,-0.220827,138.508,1.812,3,0,0,
1,2,1.14738,-1.27915,-0.419976,138.525,1.736,2,0,0,
1,10,1.24887,-1.39424,-0.193169,138.531,1.848,3,0,0,
1,3,1.12318,-1.25277,-0.380617,138.547,1.692,1,0,0,
1,11,1.25828,-1.40601,-0.16211,138.553,1.86,3,0,0,
1,4,1.17093,-1.30788,-0.365925,138.57,1.76,2,0,0,
1,5,1.16148,-1.2982,-0.332008,138.592,1.74,2,0,0,
1,6,1.17765,-1.31759,-0.305621,138.615,1.76,3,0,0,
1,7,1.17787,-1.31889,-0.274699,138.637,1.756,3,0,0,
1,8,1.20638,-1.35261,-0.249955,138.666,1.796,3,0,0,
1,1,1.09804,-1.23017,-0.432745,138.682,1.672,1,0,0,
1,9,1.21117,-1.35914,-0.219365,138.688,1.8,3,0,0,
1,2,1.12543,-1.26234,-0.413203,138.705,1.708,2,0,0,
1,10,1.23923,-1.39218,-0.192332,138.711,1.84,3,0,0,
1,3,1.11153,-1.24751,-0.377918,138.728,1.68,1,0,0,
1,11,1.24597,-1.40097,-0.161064,138.733,1.848,3,0,0,
1,4,1.15392,-1.29684,-0.361766,138.75,1.74,2,0,0,
1,5,1.14446,-1.28708,-0.328191,138.772,1.72,2,0,0,
1,6,1.17091,-1.31832,-0.304926,138.795,1.756,3,0,0,
1,7,1.17372,-1.32259,-0.274699,138.818,1.756,3,0,0,
1,8,1.19691,-1.35043,-0.248841,138.846,1.788,3,0,0,
1,1,1.06621,-1.20161,-0.421357,138.863,1.628,1,0,0,
1,9,1.20428,-1.35995,-0.218877,138.868,1.796,3,0,0,
1,2,1.13677,-1.28341,-0.419009,138.885,1.732,2,0,0,
1,10,1.23485,-1.39607,-0.192332,138.891,1.84,4,0,0,
1,3,1.1076,-1.25099,-0.377918,138.908,1.68,1,0,0,
1,11,1.24156,-1.40488,-0.161064,138.913,1.848,3,0,0,
1,4,1.15241,-1.30341,-0.362598,138.93,1.744,2,0,0,
1,5,1.14041,-1.29067,-0.328191,138.952,1.72,2,0,0,
1,6,1.16418,-1.31902,-0.304232,138.975,1.752,3,0,0,
1,7,1.1592,-1.31434,-0.272196,138.997,1.74,3,0,0,
1,8,1.18487,-1.34521,-0.247171,139.026,1.776,3,0,0,
1,1,1.08269,-1.2283,-0.42964,139.043,1.66,1,0,0,
1,9,1.1896,-1.35173,-0.216927,139.048,1.78,3,0,0,
1,2,1.10222,-1.25179,-0.407396,139.065,1.684,2,0,0,
1,10,1.22004,-1.38792,-0.19066,139.071,1.824,3,0,0,
1,3,1.0858,-1.23385,-0.371619,139.087,1.652,1,0,0,
1,11,1.23454,-1.40576,-0.160715,139.093,1.844,3,0,0,
1,4,1.1355,-1.29223,-0.35844,139.11,1.724,2,0,0,
1,5,1.12864,-1.28534,-0.325902,139.133,1.708,2,0,0,
