FrameNumbers,Laser_ID,Points_X,Points_Y,Points_Z,Azimuth,Distance,Intensity,Distance_2,Intensity_2,
1,3,0.024286,-2.16179,-0.491293,179.688,2.184,60,0,0,
1,11,0.0283198,-2.9546,-0.255541,179.693,2.932,76,0,0,
1,19,0.0279418,-2.93778,0.152193,179.699,2.908,75,0,0,
1,4,0.023994,-2.27178,-0.475702,179.71,2.288,22,0,0,
1,12,0.0271205,-2.94666,-0.203689,179.716,2.92,78,0,0,
1,5,0.0242021,-2.50748,-0.480839,179.732,2.52,27,0,0,
1,13,0.0259407,-2.94179,-0.152402,179.738,2.912,76,0,0,
1,6,0.0246831,-2.85034,-0.496634,179.755,2.86,3,0,0,
1,14,0.0247785,-2.94002,-0.101488,179.761,2.908,76,0,0,
1,15,0.0236437,-2.94536,-0.0508214,179.783,2.912,76,0,0,
1,0,0.0200352,-2.16012,-0.60971,179.8,2.212,73,0,0,
1,8,0.019839,-2.16487,-0.2995,179.806,2.152,77,0,0,
1,16,0.0221864,-2.94181,0,179.811,2.908,77,0,0,
1,1,0.0191707,-2.15499,-0.568367,179.823,2.196,64,0,0,
1,9,0.0192659,-2.25712,-0.272987,179.828,2.24,76,0,0,
1,17,0.0210527,-2.94938,0.0508912,179.834,2.916,76,0,0,
1,2,0.0183508,-2.1646,-0.53126,179.845,2.196,75,0,0,
1,10,0.0195109,-2.69119,-0.2793,179.851,2.672,44,0,0,
1,18,0.0198715,-2.94006,0.101488,179.856,2.908,77,0,0,
1,3,0.0174947,-2.16186,-0.491293,179.867,2.184,59,0,0,
1,11,0.0190379,-2.95468,-0.255541,179.873,2.932,76,0,0,
1,19,0.0187204,-2.94184,0.152402,179.879,2.912,75,0,0,
1,4,0.0168491,-2.26793,-0.47487,179.89,2.284,23,0,0,
1,12,0.0178555,-2.94274,-0.20341,179.896,2.916,78,0,0,
1,5,0.0163122,-2.49969,-0.479312,179.913,2.512,24,0,0,
1,13,0.0167105,-2.94985,-0.152821,179.918,2.92,76,0,0,
1,6,0.0156796,-2.80707,-0.488993,179.935,2.816,2,0,0,
1,14,0.0155458,-2.94408,-0.101627,179.941,2.912,77,0,0,
1,7,0.0152375,-3.69621,-0.580059,179.957,3.708,1,0,0,
1,15,0.0143832,-2.93342,-0.050612,179.963,2.9,76,0,0,
1,0,0.0132491,-2.16018,-0.60971,179.98,2.212,72,0,0,
1,8,0.013039,-2.16888,-0.300057,179.986,2.156,77,0,0,
1,16,0.0129441,-2.93787,0,179.991,2.904,77,0,0,
1,1,0.0124008,-2.15504,-0.568367,180.003,2.196,64,0,0,
1,9,0.0121746,-2.26114,-0.273475,180.008,2.244,76,0,0,
1,17,0.0117873,-2.94943,0.0508912,180.014,2.916,76,0,0,
1,2,0.0115507,-2.16464,-0.53126,180.025,2.196,74,0,0,
1,10,0.0110629,-2.6793,-0.278046,180.031,2.66,44,0,0,
1,18,0.0106346,-2.9401,0.101488,180.036,2.908,77,0,0,
1,3,0.0107026,-2.1619,-0.491293,180.048,2.184,58,0,0,
1,11,0.00975134,-2.95871,-0.255889,180.053,2.936,76,0,0,
1,19,0.00948272,-2.93789,0.152193,180.059,2.908,75,0,0,
1,4,0.00971903,-2.27188,-0.475702,180.07,2.288,26,0,0,
1,12,0.00861093,-2.94278,-0.20341,180.076,2.916,78,0,0,
1,5,0.00845304,-2.50366,-0.480075,180.092,2.516,29,0,0,
1,13,0.00745648,-2.9419,-0.152402,180.098,2.912,76,0,0,
1,6,0.00682887,-2.82286,-0.491772,180.115,2.832,3,0,0,
1,14,0.00630538,-2.94012,-0.101488,180.121,2.908,77,0,0,
1,7,0.00362491,-3.69624,-0.580059,180.137,3.708,2,0,0,
1,15,0.00513715,-2.94545,-0.0508214,180.143,2.912,76,0,0,
1,0,0.0064624,-2.16021,-0.60971,180.16,2.212,73,0,0,
1,8,0.0062135,-2.17287,-0.300614,180.166,2.16,78,0,0,
1,16,0.00369014,-2.94589,0,180.171,2.912,77,0,0,
1,1,0.00564308,-2.15121,-0.567331,180.182,2.192,66,0,0,
1,9,0.0050967,-2.25323,-0.2725,180.188,2.236,75,0,0,
1,17,0.00250739,-2.95345,0.050961,180.194,2.92,75,0,0,
1,2,0.00476378,-2.16079,-0.530293,180.205,2.192,75,0,0,
1,10,0.00263058,-2.6833,-0.278464,180.211,2.664,45,0,0,
1,18,0.00138322,-2.94412,0.101627,180.216,2.912,75,0,0,
1,3,0.00391048,-2.16193,-0.491293,180.228,2.184,58,0,0,
1,11,0.00047285,-2.95474,-0.255541,180.233,2.932,77,0,0,
1,19,0.000219319,-2.9459,0.152612,180.239,2.916,73,0,0,
1,4,0.0026161,-2.26408,-0.474039,180.25,2.28,26,0,0,
1,12,-0.000634521,-2.94279,-0.20341,180.256,2.916,78,0,0,
1,5,0.000587856,-2.50367,-0.480075,180.272,2.516,28,0,0,
1,13,-0.00182419,-2.94989,-0.152821,180.278,2.92,75,0,0,
1,6,-0.00278949,-2.96862,-0.517472,180.295,2.98,87,0,0,
1,14,-0.00295266,-2.94412,-0.101627,180.301,2.912,77,0,0,
1,7,-0.0082066,-3.73574,-0.586316,180.318,3.748,80,0,0,
1,15,-0.00409333,-2.94145,-0.0507516,180.323,2.908,75,0,0,
1,0,-0.000346646,-2.16406,-0.610812,180.34,2.216,71,0,0,
1,8,-0.000612532,-2.17288,-0.300614,180.346,2.16,77,0,0,
1,16,-0.00556429,-2.94589,0,180.351,2.912,76,0,0,
1,1,-0.00111545,-2.15121,-0.567331,180.363,2.192,65,0,0,
1,9,-0.00198176,-2.25324,-0.2725,180.368,2.236,76,0,0,
1,17,-0.00674467,-2.94944,0.0508912,180.374,2.916,76,0,0,
1,2,-0.00210251,-2.17244,-0.533196,180.385,2.204,75,0,0,
1,10,-0.00574468,-2.67534,-0.277628,180.391,2.656,45,0,0,
1,18,-0.0079217,-2.95211,0.101907,180.396,2.92,76,0,0,
1,3,-0.00285342,-2.15803,-0.490393,180.408,2.18,61,0,0,
1,11,-0.00881013,-2.95472,-0.255541,180.413,2.932,76,0,0,
1,19,-0.00897672,-2.9379,0.152193,180.419,2.908,75,0,0,
1,4,-0.00449642,-2.26408,-0.474039,180.43,2.28,26,0,0,
1,12,-0.00987918,-2.94278,-0.20341,180.436,2.916,77,0,0,
1,5,-0.007278,-2.50366,-0.480075,180.452,2.516,31,0,0,
1,13,-0.0111239,-2.95387,-0.15303,180.458,2.924,76,0,0,
1,6,-0.0117895,-2.92921,-0.510526,180.475,2.94,88,0,0,
1,14,-0.0122015,-2.9441,-0.101627,180.481,2.912,76,0,0,
1,7,-0.0197707,-3.71594,-0.583188,180.497,3.728,80,0,0,
1,15,-0.0133697,-2.94542,-0.0508214,180.503,2.912,77,0,0,
1,0,-0.00714553,-2.16405,-0.610812,180.52,2.216,73,0,0,
1,8,-0.00747547,-2.17683,-0.301171,180.526,2.164,78,0,0,
1,16,-0.0148194,-2.94586,0,180.531,2.912,77,0,0,
1,1,-0.00791055,-2.15506,-0.568367,180.543,2.196,63,0,0,
1,9,-0.00898483,-2.24528,-0.271525,180.548,2.228,76,0,0,
1,17,-0.016011,-2.94941,0.0508912,180.554,2.916,75,0,0,
1,2,-0.00881287,-2.16077,-0.530293,180.565,2.192,75,0,0,
1,10,-0.0142291,-2.68327,-0.278464,180.571,2.664,44,0,0,
1,18,-0.0171152,-2.94407,0.101627,180.576,2.912,76,0,0,
1,3,-0.00963277,-2.15801,-0.490393,180.587,2.18,61,0,0,
1,11,-0.0180097,-2.94671,-0.254843,180.593,2.924,77,0,0,
1,19,-0.0182485,-2.94185,0.152402,180.599,2.912,76,0,0,
1,4,-0.0116095,-2.26405,-0.474039,180.61,2.28,25,0,0,
1,12,-0.0191674,-2.94672,-0.203689,180.616,2.92,78,0,0,
1,5,-0.0151438,-2.50363,-0.480075,180.633,2.516,33,0,0,
1,13,-0.0204033,-2.95382,-0.15303,180.638,2.924,76,0,0,
1,6,-0.0209914,-2.92916,-0.510526,180.655,2.94,87,0,0,
1,14,-0.0214049,-2.94005,-0.101488,180.661,2.908,78,0,0,
1,15,-0.0226225,-2.94536,-0.0508214,180.683,2.912,77,0,0,
1,0,-0.0139438,-2.16402,-0.610812,180.7,2.216,74,0,0,
1,8,-0.0142651,-2.17284,-0.300614,180.706,2.16,77,0,0,
1,16,-0.024024,-2.9418,0,180.711,2.908,77,0,0,
1,1,-0.0146318,-2.15116,-0.567331,180.723,2.192,65,0,0,
1,9,-0.0159878,-2.24127,-0.271037,180.728,2.224,75,0,0,
1,17,-0.0253788,-2.95734,0.0510308,180.734,2.924,76,0,0,
1,2,-0.0157017,-2.1685,-0.532228,180.745,2.2,75,0,0,
1,10,-0.022502,-2.67128,-0.277209,180.751,2.652,45,0,0,
1,18,-0.0264173,-2.948,0.101767,180.756,2.916,76,0,0,
